Genotype,Trait,Year,Location,Rep,Population,Phenotype,Heritability_Source
GEN_072,stem_blight_resistance,2022,Mills_River_NC,2,North,1.162860920190116,Brar et al. 2020
GEN_073,stem_blight_resistance,2022,Mills_River_NC,2,North,7.102033377071297,Brar et al. 2020
GEN_074,stem_blight_resistance,2022,Mills_River_NC,2,North,6.992824968763087,Brar et al. 2020
GEN_075,stem_blight_resistance,2022,Mills_River_NC,2,North,3.939223080239178,Brar et al. 2020
GEN_076,stem_blight_resistance,2022,Mills_River_NC,2,North,5.766077977431197,Brar et al. 2020
GEN_077,stem_blight_resistance,2022,Mills_River_NC,2,South,3.2244748899446054,Brar et al. 2020
GEN_078,stem_blight_resistance,2022,Mills_River_NC,2,South,9.0,Brar et al. 2020
GEN_079,stem_blight_resistance,2022,Mills_River_NC,2,North,3.8552232679946856,Brar et al. 2020
GEN_080,stem_blight_resistance,2022,Mills_River_NC,2,South,2.978239954152015,Brar et al. 2020
GEN_081,stem_blight_resistance,2022,Mills_River_NC,2,South,5.236095725349651,Brar et al. 2020
GEN_082,stem_blight_resistance,2022,Mills_River_NC,2,North,6.122862594835547,Brar et al. 2020
GEN_083,stem_blight_resistance,2022,Mills_River_NC,2,North,3.4065551317487506,Brar et al. 2020
GEN_084,stem_blight_resistance,2022,Mills_River_NC,2,North,5.472646545926794,Brar et al. 2020
GEN_085,stem_blight_resistance,2022,Mills_River_NC,2,South,1.0,Brar et al. 2020
GEN_086,stem_blight_resistance,2022,Mills_River_NC,2,South,2.9824821228916454,Brar et al. 2020
GEN_087,stem_blight_resistance,2022,Mills_River_NC,2,North,5.6301803381462445,Brar et al. 2020
GEN_088,stem_blight_resistance,2022,Mills_River_NC,2,South,5.191949483636172,Brar et al. 2020
GEN_089,stem_blight_resistance,2022,Mills_River_NC,2,North,1.8507864681013764,Brar et al. 2020
GEN_090,stem_blight_resistance,2022,Mills_River_NC,2,South,2.614891319336357,Brar et al. 2020
GEN_091,stem_blight_resistance,2022,Mills_River_NC,2,South,3.4494916388839942,Brar et al. 2020
GEN_092,stem_blight_resistance,2022,Mills_River_NC,2,South,5.023011836043208,Brar et al. 2020
GEN_093,stem_blight_resistance,2022,Mills_River_NC,2,South,8.133430360923379,Brar et al. 2020
GEN_094,stem_blight_resistance,2022,Mills_River_NC,2,North,3.0316748754037386,Brar et al. 2020
GEN_095,stem_blight_resistance,2022,Mills_River_NC,2,North,9.0,Brar et al. 2020
GEN_096,stem_blight_resistance,2022,Mills_River_NC,2,North,9.0,Brar et al. 2020
GEN_097,stem_blight_resistance,2022,Mills_River_NC,2,South,2.0916736527675,Brar et al. 2020
GEN_098,stem_blight_resistance,2022,Mills_River_NC,2,South,5.972097944126578,Brar et al. 2020
GEN_099,stem_blight_resistance,2022,Mills_River_NC,2,North,7.740958933738831,Brar et al. 2020
GEN_100,stem_blight_resistance,2022,Mills_River_NC,2,North,8.440400297456694,Brar et al. 2020
GEN_001,stem_blight_resistance,2022,Mills_River_NC,3,North,8.421965189162993,Brar et al. 2020
GEN_002,stem_blight_resistance,2022,Mills_River_NC,3,North,2.4407466366430364,Brar et al. 2020
GEN_003,stem_blight_resistance,2022,Mills_River_NC,3,South,1.6496749651356055,Brar et al. 2020
GEN_004,stem_blight_resistance,2022,Mills_River_NC,3,South,3.8461118615169054,Brar et al. 2020
GEN_005,stem_blight_resistance,2022,Mills_River_NC,3,South,5.132893160359451,Brar et al. 2020
GEN_006,stem_blight_resistance,2022,Mills_River_NC,3,North,3.390089595623818,Brar et al. 2020
GEN_007,stem_blight_resistance,2022,Mills_River_NC,3,North,4.989481712110367,Brar et al. 2020
GEN_008,stem_blight_resistance,2022,Mills_River_NC,3,South,4.597836459927845,Brar et al. 2020
GEN_009,stem_blight_resistance,2022,Mills_River_NC,3,South,7.3429139995007935,Brar et al. 2020
GEN_010,stem_blight_resistance,2022,Mills_River_NC,3,South,3.5803728675871183,Brar et al. 2020
GEN_011,stem_blight_resistance,2022,Mills_River_NC,3,South,6.676216426467148,Brar et al. 2020
GEN_012,stem_blight_resistance,2022,Mills_River_NC,3,North,6.74406225460674,Brar et al. 2020
GEN_013,stem_blight_resistance,2022,Mills_River_NC,3,South,3.8105159704744995,Brar et al. 2020
GEN_014,stem_blight_resistance,2022,Mills_River_NC,3,North,7.224621690703012,Brar et al. 2020
GEN_015,stem_blight_resistance,2022,Mills_River_NC,3,South,2.3171246466391784,Brar et al. 2020
GEN_016,stem_blight_resistance,2022,Mills_River_NC,3,North,6.9819499905447575,Brar et al. 2020
GEN_017,stem_blight_resistance,2022,Mills_River_NC,3,North,7.3587724314346925,Brar et al. 2020
GEN_018,stem_blight_resistance,2022,Mills_River_NC,3,South,6.709443238074337,Brar et al. 2020
GEN_019,stem_blight_resistance,2022,Mills_River_NC,3,North,3.505635839685069,Brar et al. 2020
GEN_020,stem_blight_resistance,2022,Mills_River_NC,3,North,3.5358127437153892,Brar et al. 2020
GEN_021,stem_blight_resistance,2022,Mills_River_NC,3,North,9.0,Brar et al. 2020
GEN_022,stem_blight_resistance,2022,Mills_River_NC,3,South,5.422489624541632,Brar et al. 2020
GEN_023,stem_blight_resistance,2022,Mills_River_NC,3,North,6.898007056394958,Brar et al. 2020
GEN_024,stem_blight_resistance,2022,Mills_River_NC,3,South,3.9049862979621346,Brar et al. 2020
GEN_025,stem_blight_resistance,2022,Mills_River_NC,3,North,6.081629932583434,Brar et al. 2020
GEN_026,stem_blight_resistance,2022,Mills_River_NC,3,South,1.9298862939046406,Brar et al. 2020
GEN_027,stem_blight_resistance,2022,Mills_River_NC,3,North,7.0556413455801685,Brar et al. 2020
GEN_028,stem_blight_resistance,2022,Mills_River_NC,3,North,8.125185882677908,Brar et al. 2020
GEN_029,stem_blight_resistance,2022,Mills_River_NC,3,North,3.3247460647274516,Brar et al. 2020
GEN_030,stem_blight_resistance,2022,Mills_River_NC,3,South,1.0,Brar et al. 2020
GEN_031,stem_blight_resistance,2022,Mills_River_NC,3,North,8.176861894895495,Brar et al. 2020
GEN_032,stem_blight_resistance,2022,Mills_River_NC,3,North,6.823042272419958,Brar et al. 2020
GEN_033,stem_blight_resistance,2022,Mills_River_NC,3,South,1.1930837477338878,Brar et al. 2020
GEN_034,stem_blight_resistance,2022,Mills_River_NC,3,North,4.9103179754165724,Brar et al. 2020
GEN_035,stem_blight_resistance,2022,Mills_River_NC,3,South,1.6586915140551344,Brar et al. 2020
GEN_036,stem_blight_resistance,2022,Mills_River_NC,3,North,6.71603642832685,Brar et al. 2020
GEN_037,stem_blight_resistance,2022,Mills_River_NC,3,North,8.793164664733789,Brar et al. 2020
GEN_038,stem_blight_resistance,2022,Mills_River_NC,3,South,2.1106978109425762,Brar et al. 2020
GEN_039,stem_blight_resistance,2022,Mills_River_NC,3,North,6.815858127815957,Brar et al. 2020
GEN_040,stem_blight_resistance,2022,Mills_River_NC,3,North,3.9236295732947815,Brar et al. 2020
GEN_041,stem_blight_resistance,2022,Mills_River_NC,3,North,3.2467211386520805,Brar et al. 2020
GEN_042,stem_blight_resistance,2022,Mills_River_NC,3,South,1.0,Brar et al. 2020
GEN_043,stem_blight_resistance,2022,Mills_River_NC,3,North,6.634391578832046,Brar et al. 2020
GEN_044,stem_blight_resistance,2022,Mills_River_NC,3,North,4.301139228415775,Brar et al. 2020
GEN_045,stem_blight_resistance,2022,Mills_River_NC,3,North,5.257709343958652,Brar et al. 2020
GEN_046,stem_blight_resistance,2022,Mills_River_NC,3,North,4.922017309335716,Brar et al. 2020
GEN_047,stem_blight_resistance,2022,Mills_River_NC,3,South,6.122328839593661,Brar et al. 2020
GEN_048,stem_blight_resistance,2022,Mills_River_NC,3,North,5.119712474006314,Brar et al. 2020
GEN_049,stem_blight_resistance,2022,Mills_River_NC,3,North,5.8447560380646415,Brar et al. 2020
GEN_050,stem_blight_resistance,2022,Mills_River_NC,3,South,2.407838790310871,Brar et al. 2020
GEN_051,stem_blight_resistance,2022,Mills_River_NC,3,South,3.90545809417061,Brar et al. 2020
GEN_052,stem_blight_resistance,2022,Mills_River_NC,3,North,8.596496509367137,Brar et al. 2020
GEN_053,stem_blight_resistance,2022,Mills_River_NC,3,South,6.603109931056188,Brar et al. 2020
GEN_054,stem_blight_resistance,2022,Mills_River_NC,3,North,5.848428930533162,Brar et al. 2020
GEN_055,stem_blight_resistance,2022,Mills_River_NC,3,North,1.4332336906495264,Brar et al. 2020
GEN_056,stem_blight_resistance,2022,Mills_River_NC,3,South,2.064448609014428,Brar et al. 2020
GEN_057,stem_blight_resistance,2022,Mills_River_NC,3,South,3.2594678658766796,Brar et al. 2020
GEN_058,stem_blight_resistance,2022,Mills_River_NC,3,North,3.8242505497793253,Brar et al. 2020
GEN_059,stem_blight_resistance,2022,Mills_River_NC,3,South,7.284613734140118,Brar et al. 2020
GEN_060,stem_blight_resistance,2022,Mills_River_NC,3,North,8.947774565644133,Brar et al. 2020
GEN_061,stem_blight_resistance,2022,Mills_River_NC,3,North,4.57163035815655,Brar et al. 2020
GEN_062,stem_blight_resistance,2022,Mills_River_NC,3,South,7.45755956815683,Brar et al. 2020
GEN_063,stem_blight_resistance,2022,Mills_River_NC,3,South,4.851509659894004,Brar et al. 2020
GEN_064,stem_blight_resistance,2022,Mills_River_NC,3,North,8.123116089950338,Brar et al. 2020
GEN_065,stem_blight_resistance,2022,Mills_River_NC,3,North,7.776692480110746,Brar et al. 2020
GEN_066,stem_blight_resistance,2022,Mills_River_NC,3,North,2.3598127808083316,Brar et al. 2020
GEN_067,stem_blight_resistance,2022,Mills_River_NC,3,North,2.24440505488239,Brar et al. 2020
GEN_068,stem_blight_resistance,2022,Mills_River_NC,3,North,4.983674730263798,Brar et al. 2020
GEN_069,stem_blight_resistance,2022,Mills_River_NC,3,South,1.0714313379298508,Brar et al. 2020
GEN_070,stem_blight_resistance,2022,Mills_River_NC,3,North,3.5836706297434495,Brar et al. 2020
GEN_071,stem_blight_resistance,2022,Mills_River_NC,3,North,6.504475696888762,Brar et al. 2020
GEN_072,stem_blight_resistance,2022,Mills_River_NC,3,North,4.242290604524442,Brar et al. 2020
GEN_073,stem_blight_resistance,2022,Mills_River_NC,3,North,6.460532119547726,Brar et al. 2020
GEN_074,stem_blight_resistance,2022,Mills_River_NC,3,North,6.903645359422591,Brar et al. 2020
GEN_075,stem_blight_resistance,2022,Mills_River_NC,3,North,7.237989446305162,Brar et al. 2020
GEN_076,stem_blight_resistance,2022,Mills_River_NC,3,North,2.9406827433760707,Brar et al. 2020
GEN_077,stem_blight_resistance,2022,Mills_River_NC,3,South,6.570051557915899,Brar et al. 2020
GEN_078,stem_blight_resistance,2022,Mills_River_NC,3,South,6.067549171283996,Brar et al. 2020
GEN_079,stem_blight_resistance,2022,Mills_River_NC,3,North,5.78522313718745,Brar et al. 2020
GEN_080,stem_blight_resistance,2022,Mills_River_NC,3,South,1.0,Brar et al. 2020
GEN_081,stem_blight_resistance,2022,Mills_River_NC,3,South,4.144166219177369,Brar et al. 2020
GEN_082,stem_blight_resistance,2022,Mills_River_NC,3,North,4.0872127768312945,Brar et al. 2020
GEN_083,stem_blight_resistance,2022,Mills_River_NC,3,North,8.31502347623694,Brar et al. 2020
GEN_084,stem_blight_resistance,2022,Mills_River_NC,3,North,5.652083954699578,Brar et al. 2020
GEN_085,stem_blight_resistance,2022,Mills_River_NC,3,South,3.4394276316141275,Brar et al. 2020
GEN_086,stem_blight_resistance,2022,Mills_River_NC,3,South,1.0517512298088962,Brar et al. 2020
GEN_087,stem_blight_resistance,2022,Mills_River_NC,3,North,7.02014032489339,Brar et al. 2020
GEN_088,stem_blight_resistance,2022,Mills_River_NC,3,South,5.815953302541509,Brar et al. 2020
GEN_089,stem_blight_resistance,2022,Mills_River_NC,3,North,1.1635107187065392,Brar et al. 2020
GEN_090,stem_blight_resistance,2022,Mills_River_NC,3,South,1.9108186684699993,Brar et al. 2020
GEN_091,stem_blight_resistance,2022,Mills_River_NC,3,South,1.0,Brar et al. 2020
GEN_092,stem_blight_resistance,2022,Mills_River_NC,3,South,8.273178449422424,Brar et al. 2020
GEN_093,stem_blight_resistance,2022,Mills_River_NC,3,South,5.152971902182465,Brar et al. 2020
GEN_094,stem_blight_resistance,2022,Mills_River_NC,3,North,4.997979768229991,Brar et al. 2020
GEN_095,stem_blight_resistance,2022,Mills_River_NC,3,North,3.434841349639342,Brar et al. 2020
GEN_096,stem_blight_resistance,2022,Mills_River_NC,3,North,6.03586514557467,Brar et al. 2020
GEN_097,stem_blight_resistance,2022,Mills_River_NC,3,South,1.0,Brar et al. 2020
GEN_098,stem_blight_resistance,2022,Mills_River_NC,3,South,1.0,Brar et al. 2020
GEN_099,stem_blight_resistance,2022,Mills_River_NC,3,North,4.8893796612799045,Brar et al. 2020
GEN_100,stem_blight_resistance,2022,Mills_River_NC,3,North,9.0,Brar et al. 2020
GEN_001,stem_blight_resistance,2022,Charleston_SC,1,North,4.155209940372768,Brar et al. 2020
GEN_002,stem_blight_resistance,2022,Charleston_SC,1,North,5.548046651308468,Brar et al. 2020
GEN_003,stem_blight_resistance,2022,Charleston_SC,1,South,5.287439873624277,Brar et al. 2020
GEN_004,stem_blight_resistance,2022,Charleston_SC,1,South,2.7655374167362203,Brar et al. 2020
GEN_005,stem_blight_resistance,2022,Charleston_SC,1,South,3.0729089096548226,Brar et al. 2020
GEN_006,stem_blight_resistance,2022,Charleston_SC,1,North,3.69311461711386,Brar et al. 2020
GEN_007,stem_blight_resistance,2022,Charleston_SC,1,North,3.428231267979214,Brar et al. 2020
GEN_008,stem_blight_resistance,2022,Charleston_SC,1,South,6.79874493768416,Brar et al. 2020
GEN_009,stem_blight_resistance,2022,Charleston_SC,1,South,4.313682682675457,Brar et al. 2020
GEN_010,stem_blight_resistance,2022,Charleston_SC,1,South,4.354705874239803,Brar et al. 2020
GEN_011,stem_blight_resistance,2022,Charleston_SC,1,South,9.0,Brar et al. 2020
GEN_012,stem_blight_resistance,2022,Charleston_SC,1,North,3.769847356912784,Brar et al. 2020
GEN_013,stem_blight_resistance,2022,Charleston_SC,1,South,4.108333391383174,Brar et al. 2020
GEN_014,stem_blight_resistance,2022,Charleston_SC,1,North,7.995958694596437,Brar et al. 2020
GEN_015,stem_blight_resistance,2022,Charleston_SC,1,South,9.0,Brar et al. 2020
GEN_016,stem_blight_resistance,2022,Charleston_SC,1,North,4.461202118297389,Brar et al. 2020
GEN_017,stem_blight_resistance,2022,Charleston_SC,1,North,6.204304745203259,Brar et al. 2020
GEN_018,stem_blight_resistance,2022,Charleston_SC,1,South,2.785540550240773,Brar et al. 2020
GEN_019,stem_blight_resistance,2022,Charleston_SC,1,North,4.402050278248744,Brar et al. 2020
GEN_020,stem_blight_resistance,2022,Charleston_SC,1,North,1.0,Brar et al. 2020
GEN_021,stem_blight_resistance,2022,Charleston_SC,1,North,6.20250894682516,Brar et al. 2020
GEN_022,stem_blight_resistance,2022,Charleston_SC,1,South,5.23524707224942,Brar et al. 2020
GEN_023,stem_blight_resistance,2022,Charleston_SC,1,North,6.191609246488655,Brar et al. 2020
GEN_024,stem_blight_resistance,2022,Charleston_SC,1,South,4.97098924082953,Brar et al. 2020
GEN_025,stem_blight_resistance,2022,Charleston_SC,1,North,9.0,Brar et al. 2020
GEN_026,stem_blight_resistance,2022,Charleston_SC,1,South,5.108901943046047,Brar et al. 2020
GEN_027,stem_blight_resistance,2022,Charleston_SC,1,North,7.334583641283665,Brar et al. 2020
GEN_028,stem_blight_resistance,2022,Charleston_SC,1,North,6.248277209825601,Brar et al. 2020
GEN_029,stem_blight_resistance,2022,Charleston_SC,1,North,2.6927996730320833,Brar et al. 2020
GEN_030,stem_blight_resistance,2022,Charleston_SC,1,South,1.5166203380006529,Brar et al. 2020
GEN_031,stem_blight_resistance,2022,Charleston_SC,1,North,6.082164225821931,Brar et al. 2020
GEN_032,stem_blight_resistance,2022,Charleston_SC,1,North,9.0,Brar et al. 2020
GEN_033,stem_blight_resistance,2022,Charleston_SC,1,South,5.114906129364249,Brar et al. 2020
GEN_034,stem_blight_resistance,2022,Charleston_SC,1,North,4.926803007343367,Brar et al. 2020
GEN_035,stem_blight_resistance,2022,Charleston_SC,1,South,5.5281174914273965,Brar et al. 2020
GEN_036,stem_blight_resistance,2022,Charleston_SC,1,North,4.9759063300650705,Brar et al. 2020
GEN_037,stem_blight_resistance,2022,Charleston_SC,1,North,8.56925942414146,Brar et al. 2020
GEN_038,stem_blight_resistance,2022,Charleston_SC,1,South,3.81388504478974,Brar et al. 2020
GEN_039,stem_blight_resistance,2022,Charleston_SC,1,North,4.6272834168131585,Brar et al. 2020
GEN_040,stem_blight_resistance,2022,Charleston_SC,1,North,8.394815096206514,Brar et al. 2020
GEN_041,stem_blight_resistance,2022,Charleston_SC,1,North,8.358601565169964,Brar et al. 2020
GEN_042,stem_blight_resistance,2022,Charleston_SC,1,South,1.0,Brar et al. 2020
GEN_043,stem_blight_resistance,2022,Charleston_SC,1,North,8.635211058393944,Brar et al. 2020
GEN_044,stem_blight_resistance,2022,Charleston_SC,1,North,4.172862047881871,Brar et al. 2020
GEN_045,stem_blight_resistance,2022,Charleston_SC,1,North,1.5410575340240058,Brar et al. 2020
GEN_046,stem_blight_resistance,2022,Charleston_SC,1,North,1.0,Brar et al. 2020
GEN_047,stem_blight_resistance,2022,Charleston_SC,1,South,6.7078735176244555,Brar et al. 2020
GEN_048,stem_blight_resistance,2022,Charleston_SC,1,North,6.525047674422559,Brar et al. 2020
GEN_049,stem_blight_resistance,2022,Charleston_SC,1,North,3.147184930045176,Brar et al. 2020
GEN_050,stem_blight_resistance,2022,Charleston_SC,1,South,1.0,Brar et al. 2020
GEN_051,stem_blight_resistance,2022,Charleston_SC,1,South,5.850319596695643,Brar et al. 2020
GEN_052,stem_blight_resistance,2022,Charleston_SC,1,North,4.79953273256746,Brar et al. 2020
GEN_053,stem_blight_resistance,2022,Charleston_SC,1,South,3.01276864781397,Brar et al. 2020
GEN_054,stem_blight_resistance,2022,Charleston_SC,1,North,6.742561521211691,Brar et al. 2020
GEN_055,stem_blight_resistance,2022,Charleston_SC,1,North,2.132511340319028,Brar et al. 2020
GEN_056,stem_blight_resistance,2022,Charleston_SC,1,South,1.0,Brar et al. 2020
GEN_057,stem_blight_resistance,2022,Charleston_SC,1,South,4.642436236007331,Brar et al. 2020
GEN_058,stem_blight_resistance,2022,Charleston_SC,1,North,6.248049967532298,Brar et al. 2020
GEN_059,stem_blight_resistance,2022,Charleston_SC,1,South,5.84693772774665,Brar et al. 2020
GEN_060,stem_blight_resistance,2022,Charleston_SC,1,North,3.932340133238949,Brar et al. 2020
GEN_061,stem_blight_resistance,2022,Charleston_SC,1,North,3.6215647761112058,Brar et al. 2020
GEN_062,stem_blight_resistance,2022,Charleston_SC,1,South,8.085079586536928,Brar et al. 2020
GEN_063,stem_blight_resistance,2022,Charleston_SC,1,South,6.481168496085742,Brar et al. 2020
GEN_064,stem_blight_resistance,2022,Charleston_SC,1,North,7.752944167296906,Brar et al. 2020
GEN_065,stem_blight_resistance,2022,Charleston_SC,1,North,8.263565994414623,Brar et al. 2020
GEN_066,stem_blight_resistance,2022,Charleston_SC,1,North,5.0336826473371685,Brar et al. 2020
GEN_067,stem_blight_resistance,2022,Charleston_SC,1,North,1.8322246761109207,Brar et al. 2020
GEN_068,stem_blight_resistance,2022,Charleston_SC,1,North,5.051885347116087,Brar et al. 2020
GEN_069,stem_blight_resistance,2022,Charleston_SC,1,South,4.29652307587454,Brar et al. 2020
GEN_070,stem_blight_resistance,2022,Charleston_SC,1,North,4.851435794281821,Brar et al. 2020
GEN_071,stem_blight_resistance,2022,Charleston_SC,1,North,4.943540688491744,Brar et al. 2020
GEN_072,stem_blight_resistance,2022,Charleston_SC,1,North,1.065403683318169,Brar et al. 2020
GEN_073,stem_blight_resistance,2022,Charleston_SC,1,North,1.807380912846532,Brar et al. 2020
GEN_074,stem_blight_resistance,2022,Charleston_SC,1,North,7.837082592838871,Brar et al. 2020
GEN_075,stem_blight_resistance,2022,Charleston_SC,1,North,6.720824917064354,Brar et al. 2020
GEN_076,stem_blight_resistance,2022,Charleston_SC,1,North,4.175668017448112,Brar et al. 2020
GEN_077,stem_blight_resistance,2022,Charleston_SC,1,South,6.538333841088758,Brar et al. 2020
GEN_078,stem_blight_resistance,2022,Charleston_SC,1,South,7.3948356099425965,Brar et al. 2020
GEN_079,stem_blight_resistance,2022,Charleston_SC,1,North,6.39249865086235,Brar et al. 2020
GEN_080,stem_blight_resistance,2022,Charleston_SC,1,South,1.0,Brar et al. 2020
GEN_081,stem_blight_resistance,2022,Charleston_SC,1,South,3.835101587199394,Brar et al. 2020
GEN_082,stem_blight_resistance,2022,Charleston_SC,1,North,7.60814851235625,Brar et al. 2020
GEN_083,stem_blight_resistance,2022,Charleston_SC,1,North,7.437676839280125,Brar et al. 2020
GEN_084,stem_blight_resistance,2022,Charleston_SC,1,North,4.4920641211991015,Brar et al. 2020
GEN_085,stem_blight_resistance,2022,Charleston_SC,1,South,8.422617150380724,Brar et al. 2020
GEN_086,stem_blight_resistance,2022,Charleston_SC,1,South,2.6327278942588057,Brar et al. 2020
GEN_087,stem_blight_resistance,2022,Charleston_SC,1,North,3.887246707121082,Brar et al. 2020
GEN_088,stem_blight_resistance,2022,Charleston_SC,1,South,5.912577066683408,Brar et al. 2020
GEN_089,stem_blight_resistance,2022,Charleston_SC,1,North,4.1351987994351145,Brar et al. 2020
GEN_090,stem_blight_resistance,2022,Charleston_SC,1,South,1.0,Brar et al. 2020
GEN_091,stem_blight_resistance,2022,Charleston_SC,1,South,4.825673971495066,Brar et al. 2020
GEN_092,stem_blight_resistance,2022,Charleston_SC,1,South,5.647504825027566,Brar et al. 2020
GEN_093,stem_blight_resistance,2022,Charleston_SC,1,South,5.117013673562667,Brar et al. 2020
GEN_094,stem_blight_resistance,2022,Charleston_SC,1,North,5.4199894676574365,Brar et al. 2020
GEN_095,stem_blight_resistance,2022,Charleston_SC,1,North,4.404045627713249,Brar et al. 2020
GEN_096,stem_blight_resistance,2022,Charleston_SC,1,North,4.849549885091184,Brar et al. 2020
GEN_097,stem_blight_resistance,2022,Charleston_SC,1,South,1.7016349726423545,Brar et al. 2020
GEN_098,stem_blight_resistance,2022,Charleston_SC,1,South,3.0875284758189934,Brar et al. 2020
GEN_099,stem_blight_resistance,2022,Charleston_SC,1,North,7.41343932264915,Brar et al. 2020
GEN_100,stem_blight_resistance,2022,Charleston_SC,1,North,9.0,Brar et al. 2020
GEN_001,stem_blight_resistance,2022,Charleston_SC,2,North,6.594398203125142,Brar et al. 2020
GEN_002,stem_blight_resistance,2022,Charleston_SC,2,North,4.760071944729909,Brar et al. 2020
GEN_003,stem_blight_resistance,2022,Charleston_SC,2,South,3.521921951421527,Brar et al. 2020
GEN_004,stem_blight_resistance,2022,Charleston_SC,2,South,2.094291353402187,Brar et al. 2020
GEN_005,stem_blight_resistance,2022,Charleston_SC,2,South,3.4243105256838797,Brar et al. 2020
GEN_006,stem_blight_resistance,2022,Charleston_SC,2,North,3.496215857844371,Brar et al. 2020
GEN_007,stem_blight_resistance,2022,Charleston_SC,2,North,5.2072276483289315,Brar et al. 2020
GEN_008,stem_blight_resistance,2022,Charleston_SC,2,South,9.0,Brar et al. 2020
GEN_009,stem_blight_resistance,2022,Charleston_SC,2,South,8.550836705681261,Brar et al. 2020
GEN_010,stem_blight_resistance,2022,Charleston_SC,2,South,1.0,Brar et al. 2020
GEN_011,stem_blight_resistance,2022,Charleston_SC,2,South,7.740767247704093,Brar et al. 2020
GEN_012,stem_blight_resistance,2022,Charleston_SC,2,North,8.200384926574449,Brar et al. 2020
GEN_013,stem_blight_resistance,2022,Charleston_SC,2,South,5.3849177218152935,Brar et al. 2020
GEN_014,stem_blight_resistance,2022,Charleston_SC,2,North,7.267983886648443,Brar et al. 2020
GEN_015,stem_blight_resistance,2022,Charleston_SC,2,South,3.6472974908921874,Brar et al. 2020
GEN_016,stem_blight_resistance,2022,Charleston_SC,2,North,5.200543825162072,Brar et al. 2020
GEN_017,stem_blight_resistance,2022,Charleston_SC,2,North,5.3462187411723985,Brar et al. 2020
GEN_018,stem_blight_resistance,2022,Charleston_SC,2,South,4.316015410176575,Brar et al. 2020
GEN_019,stem_blight_resistance,2022,Charleston_SC,2,North,6.623416502652898,Brar et al. 2020
GEN_020,stem_blight_resistance,2022,Charleston_SC,2,North,5.3269462805872365,Brar et al. 2020
GEN_021,stem_blight_resistance,2022,Charleston_SC,2,North,8.89410226478539,Brar et al. 2020
GEN_022,stem_blight_resistance,2022,Charleston_SC,2,South,8.384234595689747,Brar et al. 2020
GEN_023,stem_blight_resistance,2022,Charleston_SC,2,North,1.6527837360274202,Brar et al. 2020
GEN_024,stem_blight_resistance,2022,Charleston_SC,2,South,4.070638582148026,Brar et al. 2020
GEN_025,stem_blight_resistance,2022,Charleston_SC,2,North,8.499080768140228,Brar et al. 2020
GEN_026,stem_blight_resistance,2022,Charleston_SC,2,South,2.307246261470646,Brar et al. 2020
GEN_027,stem_blight_resistance,2022,Charleston_SC,2,North,7.146354718195379,Brar et al. 2020
GEN_028,stem_blight_resistance,2022,Charleston_SC,2,North,7.352830753573833,Brar et al. 2020
GEN_029,stem_blight_resistance,2022,Charleston_SC,2,North,1.6004050923034914,Brar et al. 2020
GEN_030,stem_blight_resistance,2022,Charleston_SC,2,South,4.031271658238336,Brar et al. 2020
GEN_031,stem_blight_resistance,2022,Charleston_SC,2,North,4.103239730418369,Brar et al. 2020
GEN_032,stem_blight_resistance,2022,Charleston_SC,2,North,6.4658077023447955,Brar et al. 2020
GEN_033,stem_blight_resistance,2022,Charleston_SC,2,South,7.970636771981253,Brar et al. 2020
GEN_034,stem_blight_resistance,2022,Charleston_SC,2,North,3.0267314325559997,Brar et al. 2020
GEN_035,stem_blight_resistance,2022,Charleston_SC,2,South,6.142782051081689,Brar et al. 2020
GEN_036,stem_blight_resistance,2022,Charleston_SC,2,North,6.494031443350666,Brar et al. 2020
GEN_037,stem_blight_resistance,2022,Charleston_SC,2,North,2.1847688693931966,Brar et al. 2020
GEN_038,stem_blight_resistance,2022,Charleston_SC,2,South,5.752535200766986,Brar et al. 2020
GEN_039,stem_blight_resistance,2022,Charleston_SC,2,North,6.606352221434225,Brar et al. 2020
GEN_040,stem_blight_resistance,2022,Charleston_SC,2,North,6.819275553413196,Brar et al. 2020
GEN_041,stem_blight_resistance,2022,Charleston_SC,2,North,8.10110278222519,Brar et al. 2020
GEN_042,stem_blight_resistance,2022,Charleston_SC,2,South,2.5714660729104493,Brar et al. 2020
GEN_043,stem_blight_resistance,2022,Charleston_SC,2,North,8.190041438154612,Brar et al. 2020
GEN_044,stem_blight_resistance,2022,Charleston_SC,2,North,4.786594697847428,Brar et al. 2020
GEN_045,stem_blight_resistance,2022,Charleston_SC,2,North,1.0,Brar et al. 2020
GEN_046,stem_blight_resistance,2022,Charleston_SC,2,North,3.3818179996182294,Brar et al. 2020
GEN_047,stem_blight_resistance,2022,Charleston_SC,2,South,2.2887679999980644,Brar et al. 2020
GEN_048,stem_blight_resistance,2022,Charleston_SC,2,North,5.309869200777888,Brar et al. 2020
GEN_049,stem_blight_resistance,2022,Charleston_SC,2,North,4.769331223465192,Brar et al. 2020
GEN_050,stem_blight_resistance,2022,Charleston_SC,2,South,3.5983186346571077,Brar et al. 2020
GEN_051,stem_blight_resistance,2022,Charleston_SC,2,South,3.5519470101111836,Brar et al. 2020
GEN_052,stem_blight_resistance,2022,Charleston_SC,2,North,1.0,Brar et al. 2020
GEN_053,stem_blight_resistance,2022,Charleston_SC,2,South,5.461976806026301,Brar et al. 2020
GEN_054,stem_blight_resistance,2022,Charleston_SC,2,North,5.046342954634758,Brar et al. 2020
